ID,Source,Audience Type,Parent,Child,Grandchild,Great - Grandchild,Great Great Grandchild,
993,Linkedin,General Interests,Marketing andvertising,Customer Experience,Chatbots in Marketing,,,
994,Linkedin,General Interests,Marketing andvertising,Customer Experience,Consumer Engagement,,,
995,Linkedin,General Interests,Marketing andvertising,Customer Experience,Customer Relationship Management,,,
996,Linkedin,General Interests,Marketing andvertising,Customer Experience,Customer Relationship Management,,,
997,Linkedin,General Interests,Marketing andvertising,Customer Experience,Customer Retention,,,
998,Linkedin,General Interests,Marketing andvertising,Customer Experience,Customer Satisfaction,,,
999,Linkedin,General Interests,Marketing andvertising,Customer Experience,User Experience,,,
1000,Linkedin,General Interests,Marketing andvertising,Digital Marketing,,,,
1001,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Ad Blocking,,,
1002,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Email Marketing,,,
1003,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Pay-Per-Click,,,
1004,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Programmatic Marketing,,,
1005,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Retargeting,,,
1006,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Search Engine Marketing,,,
1007,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Search Engine Optimization,,,
1008,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Search Engine Optimization,Content Strategy,,
1009,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Social Media Marketing,,,
1010,Linkedin,General Interests,Marketing andvertising,Digital Marketing,Social Media Marketing,Paid Social,,
1011,Linkedin,General Interests,Marketing andvertising,Marketing Communications,,,,
1012,Linkedin,General Interests,Marketing andvertising,Marketing Communications,Copywriting,,,
1013,Linkedin,General Interests,Marketing andvertising,Marketing Communications,Integrated Marketing Communications,,,
1014,Linkedin,General Interests,Marketing andvertising,Marketing Communications,Public Relations,,,
1015,Linkedin,General Interests,Marketing andvertising,Marketing Performance Management,,,,
1016,Linkedin,General Interests,Marketing andvertising,Marketing Performance Management,Marketing Metrics,,,
1017,Linkedin,General Interests,Marketing andvertising,Marketing Research,,,,
1018,Linkedin,General Interests,Marketing andvertising,Marketing Research,Focus Group,,,
1019,Linkedin,General Interests,Marketing andvertising,Marketing Research,Market Research,,,
1020,Linkedin,General Interests,Marketing andvertising,Marketing Research,Market Research,Market Segmentation,,
1021,Linkedin,General Interests,Marketing andvertising,Marketing Research,Neuromarketing,,,
1022,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,,,,
1023,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Content Marketing,,,
1024,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Content Marketing,Interactive Content,,
1025,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Content Marketing,Virtual Reality Marketing,,
1026,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Engagement Marketing,,,
1027,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Lead Generation,,,
1028,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Marketing Mix,,,
1029,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Media Planning,,,
1030,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Media Planning,Media Buying,,
1031,Linkedin,General Interests,Marketing andvertising,Marketing Strategies,Relationship Marketing,,,
1032,Linkedin,General Interests,Marketing andvertising,Marketing Technology,,,,
1033,Linkedin,General Interests,Marketing andvertising,Marketing Technology,Marketing Automation,,,
1034,Linkedin,General Interests,Politics and Law,,,,,
1035,Linkedin,General Interests,Politics and Law,Government,,,,
1036,Linkedin,General Interests,Politics and Law,International Development,,,,
1037,Linkedin,General Interests,Politics and Law,International Relations,,,,
1038,Linkedin,General Interests,Politics and Law,Law Practice,,,,
1039,Linkedin,General Interests,Politics and Law,Law Practice,Legal Accreditation,,,
1040,Linkedin,General Interests,Politics and Law,Law Practice,Legal Aid,,,
1041,Linkedin,General Interests,Politics and Law,Legislation,,,,
1042,Linkedin,General Interests,Politics and Law,Legislation,Corporate Law,,,
1043,Linkedin,General Interests,Politics and Law,Legislation,Data Protection,,,
1044,Linkedin,General Interests,Politics and Law,Legislation,Insurance Law,,,
1045,Linkedin,General Interests,Politics and Law,Public Services,,,,
1046,Linkedin,General Interests,Politics and Law,Social Issues,,,,
1047,Linkedin,General Interests,Politics and Law,Social Issues,Civic Engagement,,,
1048,Linkedin,General Interests,Politics and Law,Social Issues,Civic Engagement,Philanthropy,,
1049,Linkedin,General Interests,Sales and Retail,,,,,
1050,Linkedin,General Interests,Sales and Retail,Sales Channels,,,,
1051,Linkedin,General Interests,Sales and Retail,Sales Channels,E-Commerce,,,
1052,Linkedin,Fields of Study,Accounting,,,,,
1053,Linkedin,Fields of Study,Accounting and Business/Management,,,,,
1054,Linkedin,Fields of Study,Accounting and Finance,,,,,
1055,Linkedin,Fields of Study,Agriculture,,,,,
1056,Linkedin,Fields of Study,Agriculture Operations,,,,,
1057,Linkedin,Fields of Study,"Agriculture, Agriculture Operations, and Related Sciences",,,,,
1058,Linkedin,Fields of Study,American Government and Politics (United States),,,,,
1059,Linkedin,Fields of Study,American History (United States),,,,,
1060,Linkedin,Fields of Study,American/U.S. Law/Legal Studies/Jurisprudence,,,,,
1061,Linkedin,Fields of Study,American/United States Studies/Civilization,,,,,
1062,Linkedin,Fields of Study,Ancient Mediterranean and Near Eastern Studies and Archaeology,,,,,
1063,Linkedin,Fields of Study,Animation,,,,,
1064,Linkedin,Fields of Study,Architecture,,,,,
1065,Linkedin,Fields of Study,Art History,,,,,
1066,Linkedin,Fields of Study,Banking,,,,,
1067,Linkedin,Fields of Study,Banking and Financial Support Services,,,,,
1068,Linkedin,Fields of Study,"Banking, Corporate, Finance, and Securities Law",,,,,
1069,Linkedin,Fields of Study,Biochemistry,,,,,
1070,Linkedin,Fields of Study,Biology,,,,,
1071,Linkedin,Fields of Study,Broadcast Journalism,,,,,
1072,Linkedin,Fields of Study,Business,,,,,
1073,Linkedin,Fields of Study,Businessministration,,,,,
1074,Linkedin,Fields of Study,Businessministration and Management,,,,,
1075,Linkedin,Fields of Study,"Business, Management, Marketing, and Related Support Services",,,,,
1076,Linkedin,Fields of Study,Business/Commerce,,,,,
1077,Linkedin,Fields of Study,Business/Managerial Economics,,,,,
1078,Linkedin,Fields of Study,Canadian Law/Legal Studies/Jurisprudence,,,,,
1079,Linkedin,Fields of Study,Chemical Engineering,,,,,
1080,Linkedin,Fields of Study,Chemistry,,,,,
1081,Linkedin,Fields of Study,Children and Youth Library Services,,,,,
1082,Linkedin,Fields of Study,Cinematography and Film/Video Production,,,,,
1083,Linkedin,Fields of Study,City/Urban,,,,,
1084,Linkedin,Fields of Study,Civil Engineering,,,,,
1085,Linkedin,Fields of Study,Classical,,,,,
1086,Linkedin,Fields of Study,Clinical/Medical Social Work,,,,,
1087,Linkedin,Fields of Study,Communication and Media Studies,,,,,
1088,Linkedin,Fields of Study,Communication Sciences and Disorders,,,,,
1089,Linkedin,Fields of Study,Community and Regional Planning,,,,,
1090,Linkedin,Fields of Study,Computer and Information Sciences and Support Services,,,,,
1091,Linkedin,Fields of Study,Computer Engineering,,,,,
1092,Linkedin,Fields of Study,Computer Science,,,,,
1093,Linkedin,Fields of Study,Computer Systems Networking and Telecommunications,,,,,
1094,Linkedin,Fields of Study,Computer/Information Technologyministration and Management,,,,,
1095,Linkedin,Fields of Study,Corporate,,,,,
1096,Linkedin,Fields of Study,Creative Writing,,,,,
1097,Linkedin,Fields of Study,Criminal Justice and Corrections,,,,,
1098,Linkedin,Fields of Study,Criminal Justice/Police Science,,,,,
1099,Linkedin,Fields of Study,Criminal Justice/Safety Studies,,,,,
1100,Linkedin,Fields of Study,Criticism and Conservation,,,,,
1101,Linkedin,Fields of Study,Dentistry,,,,,
1102,Linkedin,Fields of Study,Design and Applied Arts,,,,,
1103,Linkedin,Fields of Study,Design and Visual Communications,,,,,
1104,Linkedin,Fields of Study,Development Economics and International Development,,,,,
1105,Linkedin,Fields of Study,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,,,,,
1106,Linkedin,Fields of Study,Digital/Multimedia and Information Resources Design,,,,,
1107,Linkedin,Fields of Study,Drama and Dramatics/Theatre Arts,,,,,
1108,Linkedin,Fields of Study,Econometrics and Quantitative Economics,,,,,
1109,Linkedin,Fields of Study,Economics,,,,,
1110,Linkedin,Fields of Study,Educational Leadership andministration,,,,,
1111,Linkedin,Fields of Study,Electrical,,,,,
1112,Linkedin,Fields of Study,Electrical and Electronics Engineering,,,,,
1113,Linkedin,Fields of Study,Electronics and Communications Engineering,,,,,
1114,Linkedin,Fields of Study,Elementary Education and Teaching,,,,,
1115,Linkedin,Fields of Study,Engineering,,,,,
1116,Linkedin,Fields of Study,Engineering/Industrial Management,,,,,
1117,Linkedin,Fields of Study,English Language and Literature,,,,,
1118,Linkedin,Fields of Study,English Language and Literature/Letters,,,,,
1119,Linkedin,Fields of Study,English Literature (British and Commonwealth),,,,,
1120,Linkedin,Fields of Study,Environmental/Environmental Health Engineering,,,,,
1121,Linkedin,Fields of Study,Fashion/Apparel Design,,,,,
1122,Linkedin,Fields of Study,Film/Cinema/Video Studies,,,,,
1123,Linkedin,Fields of Study,Finance,,,,,
1124,Linkedin,Fields of Study,Finance and Financial Management Services,,,,,
1125,Linkedin,Fields of Study,Fine/Studio Arts,,,,,
1126,Linkedin,Fields of Study,Food Preparation/Professional Cooking/Kitchen Assistant,,,,,
1127,Linkedin,Fields of Study,Foods,,,,,
1128,Linkedin,Fields of Study,"Foods, Nutrition, and Wellness Studies, General",,,,,
1129,Linkedin,Fields of Study,French Studies,,,,,
1130,Linkedin,Fields of Study,General,,,,,
1131,Linkedin,Fields of Study,General Sales,,,,,
1132,Linkedin,Fields of Study,General Studies,,,,,
1133,Linkedin,Fields of Study,Graphic Design,,,,,
1134,Linkedin,Fields of Study,Health and Wellness,,,,,
1135,Linkedin,Fields of Study,"Health Professions and Related Clinical Sciences, Other",,,,,
1136,Linkedin,Fields of Study,Health/Health Careministration/Management,,,,,
1137,Linkedin,Fields of Study,History,,,,,
1138,Linkedin,Fields of Study,Hospitalityministration/Management,,,,,
1139,Linkedin,Fields of Study,Hotel/Motelministration/Management,,,,,
1140,Linkedin,Fields of Study,Human Resources Management and Services,,,,,
1141,Linkedin,Fields of Study,Human Resources Management/Personnelministration,,,,,
1142,Linkedin,Fields of Study,Humanities/Humanistic Studies,,,,,
1143,Linkedin,Fields of Study,Industrial and Organizational Psychology,,,,,
1144,Linkedin,Fields of Study,Industrial and Product Design,,,,,
1145,Linkedin,Fields of Study,Industrial Engineering,,,,,
1146,Linkedin,Fields of Study,Information Resources Management,,,,,
1147,Linkedin,Fields of Study,Information Technology,,,,,
1148,Linkedin,Fields of Study,Interactive Technology,,,,,
1149,Linkedin,Fields of Study,Interior Design,,,,,
1150,Linkedin,Fields of Study,International Business,,,,,
1151,Linkedin,Fields of Study,International Business/Trade/Commerce,,,,,
1152,Linkedin,Fields of Study,International Relations and Affairs,,,,,
1153,Linkedin,Fields of Study,Japanese Language and Literature,,,,,
1154,Linkedin,Fields of Study,Japanese Studies,,,,,
1155,Linkedin,Fields of Study,Jazz/Jazz Studies,,,,,
1156,Linkedin,Fields of Study,Jewish/Judaic Studies,,,,,
1157,Linkedin,Fields of Study,Journalism,,,,,
1158,Linkedin,Fields of Study,Keyboard Instruments,,,,,
1159,Linkedin,Fields of Study,Khmer/Cambodian Language and Literature,,,,,
1160,Linkedin,Fields of Study,Kindergarten/Preschool Education and Teaching,,,,,
1161,Linkedin,Fields of Study,Kinesiology and Exercise Science,,,,,
1162,Linkedin,Fields of Study,Kinesiotherapy/Kinesiotherapist,,,,,
1163,Linkedin,Fields of Study,Knowledge Management,,,,,
1164,Linkedin,Fields of Study,Korean Language and Literature,,,,,
1165,Linkedin,Fields of Study,Korean Studies,,,,,
1166,Linkedin,Fields of Study,Land Use Planning and Management/Development,,,,,
1167,Linkedin,Fields of Study,Law,,,,,
1168,Linkedin,Fields of Study,Law Enforcement Record-Keeping and Evidence Management,,,,,
1169,Linkedin,Fields of Study,Legal Assistant/Paralegal,,,,,
1170,Linkedin,Fields of Study,Liberal Arts and Sciences/Liberal Studies,,,,,
1171,Linkedin,Fields of Study,Logistics,,,,,
1172,Linkedin,Fields of Study,"Logistics, Materials, and Supply Chain Management",,,,,
1173,Linkedin,Fields of Study,Management,,,,,
1174,Linkedin,Fields of Study,Management and Operations,,,,,
1175,Linkedin,Fields of Study,Management Information Systems,,,,,
1176,Linkedin,Fields of Study,Management Sciences and Quantitative Methods,,,,,
1177,Linkedin,Fields of Study,Marketing,,,,,
1178,Linkedin,Fields of Study,Marketing/Marketing Management,,,,,
1179,Linkedin,Fields of Study,Materials,,,,,
1180,Linkedin,Fields of Study,Mathematics,,,,,
1181,Linkedin,Fields of Study,Mechanical Engineering,,,,,
1182,Linkedin,Fields of Study,Medicine,,,,,
1183,Linkedin,Fields of Study,Merchandising and Related Marketing Operations,,,,,
1184,Linkedin,Fields of Study,Networking,,,,,
1185,Linkedin,Fields of Study,Neuroscience,,,,,
1186,Linkedin,Fields of Study,Non-Profit/Public/Organizational Management,,,,,
1187,Linkedin,Fields of Study,Nutrition,,,,,
1188,Linkedin,Fields of Study,Occupational Therapy/Therapist,,,,,
1189,Linkedin,Fields of Study,Operations Management and Supervision,,,,,
1190,Linkedin,Fields of Study,Operations Research,,,,,
1191,Linkedin,Fields of Study,Organic Chemistry,,,,,
1192,Linkedin,Fields of Study,Organizational Leadership,,,,,
1193,Linkedin,Fields of Study,Pharmacy,,,,,
1194,Linkedin,Fields of Study,Philosophy,,,,,
1195,Linkedin,Fields of Study,Physical Sciences,,,,,
1196,Linkedin,Fields of Study,Physics,,,,,
1197,Linkedin,Fields of Study,"Physiology, Pathology and Related Sciences",,,,,
1198,Linkedin,Fields of Study,Political Science and Government,,,,,
1199,Linkedin,Fields of Study,Project Management,,,,,
1200,Linkedin,Fields of Study,Psychology,,,,,
1201,Linkedin,Fields of Study,Psychometrics and Quantitative Psychology,,,,,
1202,Linkedin,Fields of Study,Publicministration,,,,,
1203,Linkedin,Fields of Study,Public Health,,,,,
1204,Linkedin,Fields of Study,Public Relations/Image Management,,,,,
1205,Linkedin,Fields of Study,Quality Control and Safety Technologies/Technicians,,,,,
1206,Linkedin,Fields of Study,Quality Control Technology/Technician,,,,,
1207,Linkedin,Fields of Study,Real Estate,,,,,
1208,Linkedin,Fields of Study,Registered Nursing/Registered Nurse,,,,,
1209,Linkedin,Fields of Study,Research Methodology and Quantitative Methods,,,,,
1210,Linkedin,Fields of Study,Social Work,,,,,
1211,Linkedin,Fields of Study,Sociology,,,,,
1212,Linkedin,Fields of Study,System,,,,,
1213,Linkedin,Fields of Study,"System, Networking, and LAN/WAN Management/Manager",,,,,
1214,Linkedin,Fields of Study,Theology/Theological Studies,,,,,
1215,Linkedin,Fields of Study,Urban Education and Leadership,,,,,
1216,Linkedin,Fields of Study,Urban Ministry,,,,,
1217,Linkedin,Fields of Study,Urban Studies/Affairs,,,,,
1218,Linkedin,Fields of Study,Veterinary Medicine,,,,,
1219,Linkedin,Fields of Study,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,,,,,
1220,Linkedin,Fields of Study,Video Graphics and Special Effects,,,,,
1221,Linkedin,Fields of Study,Visual and Performing Arts,,,,,
1222,Linkedin,Fields of Study,Vocational Rehabilitation Counseling/Counselor,,,,,
1223,Linkedin,Fields of Study,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician,,,,,
1224,Linkedin,Fields of Study,Web Page,,,,,
1225,Linkedin,Fields of Study,Web/Multimedia Management and Webmaster,,,,,
1226,Linkedin,Fields of Study,Women's Studies,,,,,
1227,Linkedin,Fields of Study,Writing,,,,,
1228,Linkedin,Fields of Study,Yoga Teacher Training/Yoga Therapy,,,,,
1229,Linkedin,Fields of Study,Youth Ministry,,,,,
1230,Linkedin,Fields of Study,Youth Services/Administration,,,,,
1231,Linkedin,Fields of Study,Zoological Medicine Residency Program,,,,,
1232,Linkedin,Fields of Study,Zoology/Animal Biology,,,,,
