ID,Source,Audience Type,Parent,Child,Grandchild,Great - Grandchild,Great Great Grandchild,
307,Google,In-market audiences,Baby & Children's Products,Infant & Toddler Feeding,Infant Feeding Supplies,,,
308,Google,In-market audiences,Baby & Children's Products,Infant & Toddler Feeding,Toddler Meals,,,
309,Google,In-market audiences,Baby & Children's Products,Strollers & Baby Carriages,,,,
310,Google,In-market audiences,Baby & Children's Products,Toys,,,,
311,Google,In-market audiences,Beauty & Personal Care,,,,,
312,Google,In-market audiences,Beauty & Personal Care,Bath & Body Products,,,,
313,Google,In-market audiences,Beauty & Personal Care,Hair Care Products,,,,
314,Google,In-market audiences,Beauty & Personal Care,Makeup & Cosmetics,,,,
315,Google,In-market audiences,Beauty & Personal Care,Makeup & Cosmetics,Eye Makeup,,,
316,Google,In-market audiences,Beauty & Personal Care,Makeup & Cosmetics,Face Makeup,,,
317,Google,In-market audiences,Beauty & Personal Care,Makeup & Cosmetics,Lip Makeup,,,
318,Google,In-market audiences,Beauty & Personal Care,Makeup & Cosmetics,Nail Care Products,,,
319,Google,In-market audiences,Beauty & Personal Care,Perfumes & Fragrances,,,,
320,Google,In-market audiences,Beauty & Personal Care,Skin Care Products,,,,
321,Google,In-market audiences,Beauty & Personal Care,Skin Care Products,Anti-Aging Skin Care Products,,,
322,Google,In-market audiences,Beauty & Personal Care,Skin Care Products,Face Lotions & Moisturizers,,,
323,Google,In-market audiences,Beauty & Personal Care,Skin Care Products,Facial Cleansers & Makeup Removers,,,
324,Google,In-market audiences,Beauty & Personal Care,Spas & Beauty Services,,,,
325,Google,In-market audiences,Beauty & Personal Care,Tanning & Sun Care Products,,,,
326,Google,In-market audiences,Business & Industrial Products,,,,,
327,Google,In-market audiences,Business & Industrial Products,Food Service Equipment,,,,
328,Google,In-market audiences,Business & Industrial Products,Signage,,,,
329,Google,In-market audiences,Business Services,,,,,
330,Google,In-market audiences,Business Services,Advertising & Marketing Services,,,,
331,Google,In-market audiences,Business Services,Advertising & Marketing Services,SEO & SEM Services,,,
332,Google,In-market audiences,Business Services,Business Financial Services,,,,
333,Google,In-market audiences,Business Services,Business Printing & Document Services,,,,
334,Google,In-market audiences,Business Services,Business Technology,,,,
335,Google,In-market audiences,Business Services,Business Technology,Enterprise Software,,,
336,Google,In-market audiences,Business Services,Business Technology,Enterprise Software,CRM Solutions,,
337,Google,In-market audiences,Business Services,Business Technology,Enterprise Software,Collaboration & Conferencing Tools,,
338,Google,In-market audiences,Business Services,Business Technology,Enterprise Software,ERP Solutions,,
339,Google,In-market audiences,Business Services,Business Technology,Enterprise Software,Helpdesk & Customer Support Solutions,,
340,Google,In-market audiences,Business Services,Business Technology,Network Systems & Services,,,
341,Google,In-market audiences,Business Services,Business Technology,Network Systems & Services,Hosted Data & Cloud Storage,,
342,Google,In-market audiences,Business Services,Business Technology,Network Systems & Services,Network & Enterprise Security,,
343,Google,In-market audiences,Business Services,Business Technology,Network Systems & Services,Network Equipment & Virtualization,,
344,Google,In-market audiences,Business Services,Business Technology,Network Systems & Services,Network Management,,
345,Google,In-market audiences,Business Services,Business Technology,Web Services,,,
346,Google,In-market audiences,Business Services,Business Technology,Web Services,Domain Registration,,
347,Google,In-market audiences,Business Services,Business Technology,Web Services,Web Design & Development,,
348,Google,In-market audiences,Business Services,Business Technology,Web Services,Web Hosting,,
349,Google,In-market audiences,Business Services,Corporate Event Planning,,,,
350,Google,In-market audiences,Business Services,Office Supplies,,,,
351,Google,In-market audiences,Business Services,Office Supplies,Office Furniture,,,
352,Google,In-market audiences,Business Services,Payment Processing & Merchant Services,,,,
353,Google,In-market audiences,Business Services,Payroll Services,,,,
354,Google,In-market audiences,Business Services,Staffing & Recruitment Services,,,,
355,Google,In-market audiences,Computers & Peripherals,,,,,
356,Google,In-market audiences,Computers & Peripherals,Computer Accessories & Components,,,,
357,Google,In-market audiences,Computers & Peripherals,Computer Accessories & Components,Computer Monitors,,,
358,Google,In-market audiences,Computers & Peripherals,Computer Accessories & Components,Memory & Storage,,,
359,Google,In-market audiences,Computers & Peripherals,Computers,,,,
360,Google,In-market audiences,Computers & Peripherals,Computers,Desktop Computers,,,
361,Google,In-market audiences,Computers & Peripherals,Computers,Laptops & Notebooks,,,
362,Google,In-market audiences,Computers & Peripherals,Computers,Tablets & Ultraportable Devices,,,
363,Google,In-market audiences,Computers & Peripherals,"Printers, Scanners & Faxes",,,,
364,Google,In-market audiences,Consumer Electronics,,,,,
365,Google,In-market audiences,Consumer Electronics,Audio,,,,
366,Google,In-market audiences,Consumer Electronics,Audio,Headphones & Headsets,,,
367,Google,In-market audiences,Consumer Electronics,Audio,Pro Musician & DJ Equipment,,,
368,Google,In-market audiences,Consumer Electronics,Audio,Speakers,,,
369,Google,In-market audiences,Consumer Electronics,Audio,Stereo Systems,,,
370,Google,In-market audiences,Consumer Electronics,Batteries,,,,
371,Google,In-market audiences,Consumer Electronics,Camcorders,,,,
372,Google,In-market audiences,Consumer Electronics,Cameras,,,,
373,Google,In-market audiences,Consumer Electronics,Cameras,Camera Lenses,,,
374,Google,In-market audiences,Consumer Electronics,Cameras,Digital SLRs,,,
375,Google,In-market audiences,Consumer Electronics,Game Consoles,,,,
376,Google,In-market audiences,Consumer Electronics,Game Consoles,Nintendo Consoles,,,
377,Google,In-market audiences,Consumer Electronics,Game Consoles,Sony PlayStation,,,
378,Google,In-market audiences,Consumer Electronics,Game Consoles,Xbox,,,
379,Google,In-market audiences,Consumer Electronics,Home Theater Systems,,,,
380,Google,In-market audiences,Consumer Electronics,Mobile Phone Accessories,,,,
381,Google,In-market audiences,Consumer Electronics,Mobile Phones,,,,
382,Google,In-market audiences,Consumer Electronics,Televisions,,,,
383,Google,In-market audiences,Dating Services,,,,,
384,Google,In-market audiences,Education,,,,,
385,Google,In-market audiences,Education,Foreign Language Study,,,,
386,Google,In-market audiences,Education,Post-Secondary Education,,,,
387,Google,In-market audiences,Education,Post-Secondary Education,Arts & Design Education,,,
388,Google,In-market audiences,Education,Post-Secondary Education,Business Education,,,
389,Google,In-market audiences,Education,Post-Secondary Education,Cosmetology Education & Training,,,
390,Google,In-market audiences,Education,Post-Secondary Education,Technology Education,,,
391,Google,In-market audiences,Education,Primary & Secondary Schools (K-12),,,,
392,Google,In-market audiences,Education,Study Abroad Programs,,,,
393,Google,In-market audiences,Education,Test Preparation & Tutoring,,,,
394,Google,In-market audiences,Employment,,,,,
395,Google,In-market audiences,Employment,Accounting & Finance Jobs,,,,
396,Google,In-market audiences,Employment,Career Consulting Services,,,,
397,Google,In-market audiences,Employment,Clerical &ministrative Jobs,,,,
398,Google,In-market audiences,Employment,Education Jobs,,,,
399,Google,In-market audiences,Employment,Executive & Management Jobs,,,,
400,Google,In-market audiences,Employment,Government & Public Sector Jobs,,,,
401,Google,In-market audiences,Employment,Health & Medical Jobs,,,,
402,Google,In-market audiences,Employment,IT & Technical Jobs,,,,
403,Google,In-market audiences,Employment,Internships,,,,
404,Google,In-market audiences,Employment,Legal Jobs,,,,
405,Google,In-market audiences,Employment,Resumes & Portfolios,,,,
406,Google,In-market audiences,Employment,Retail Jobs,,,,
407,Google,In-market audiences,Employment,Sales & Marketing Jobs,,,,
408,Google,In-market audiences,Employment,Temporary & Seasonal Jobs,,,,
409,Google,In-market audiences,Event Tickets,,,,,
410,Google,In-market audiences,Event Tickets,Concert & Music Festival Tickets,,,,
411,Google,In-market audiences,Event Tickets,Performing Arts Tickets,,,,
412,Google,In-market audiences,Event Tickets,Performing Arts Tickets,Broadway & Theater Tickets,,,
413,Google,In-market audiences,Event Tickets,Sports Tickets,,,,
414,Google,In-market audiences,Event Tickets,Sports Tickets,American Football Tickets,,,
415,Google,In-market audiences,Event Tickets,Sports Tickets,Baseball Tickets,,,
416,Google,In-market audiences,Event Tickets,Sports Tickets,Basketball Tickets,,,
417,Google,In-market audiences,Event Tickets,Sports Tickets,Hockey Tickets,,,
418,Google,In-market audiences,Event Tickets,Sports Tickets,Soccer Tickets,,,
419,Google,In-market audiences,Financial Services,,,,,
420,Google,In-market audiences,Financial Services,Banking Services,,,,
421,Google,In-market audiences,Financial Services,Banking Services,Debit & Checking Services,,,
422,Google,In-market audiences,Financial Services,Banking Services,Savings Accounts,,,
423,Google,In-market audiences,Financial Services,Credit & Lending,,,,
424,Google,In-market audiences,Financial Services,Credit & Lending,Auto Loans,,,
425,Google,In-market audiences,Financial Services,Credit & Lending,Business Loans,,,
426,Google,In-market audiences,Financial Services,Credit & Lending,Credit Cards,,,
427,Google,In-market audiences,Financial Services,Credit & Lending,Credit Reports & Monitoring Services,,,
428,Google,In-market audiences,Financial Services,Credit & Lending,Mortgage,,,
429,Google,In-market audiences,Financial Services,Credit & Lending,Mortgage,Home Equity Loans,,
430,Google,In-market audiences,Financial Services,Credit & Lending,Mortgage,Home Purchase Loans,,
431,Google,In-market audiences,Financial Services,Credit & Lending,Mortgage,Mortgage Refinancing,,
432,Google,In-market audiences,Financial Services,Credit & Lending,Personal Loans,,,
433,Google,In-market audiences,Financial Services,Credit & Lending,Student Loans,,,
434,Google,In-market audiences,Financial Services,Financial Planning,,,,
435,Google,In-market audiences,Financial Services,Financial Planning,Estate Planning,,,
436,Google,In-market audiences,Financial Services,Financial Planning,Retirement Planning,,,
437,Google,In-market audiences,Financial Services,Insurance,,,,
438,Google,In-market audiences,Financial Services,Insurance,Auto Insurance,,,
439,Google,In-market audiences,Financial Services,Insurance,Health Insurance,,,
440,Google,In-market audiences,Financial Services,Insurance,Home Insurance,,,
441,Google,In-market audiences,Financial Services,Insurance,Life Insurance,,,
442,Google,In-market audiences,Financial Services,Insurance,Travel Insurance,,,
443,Google,In-market audiences,Financial Services,Investment Services,,,,
444,Google,In-market audiences,Financial Services,Tax Preparation Services & Software,,,,
445,Google,In-market audiences,Gifts & Occasions,,,,,
446,Google,In-market audiences,Gifts & Occasions,Flowers,,,,
447,Google,In-market audiences,Gifts & Occasions,Gift Baskets,,,,
448,Google,In-market audiences,Gifts & Occasions,Holiday Items & Decorations,,,,
449,Google,In-market audiences,Gifts & Occasions,Holiday Items & Decorations,Christmas Items & Decor,,,
450,Google,In-market audiences,Gifts & Occasions,Holiday Items & Decorations,Halloween Items & Decor,,,
451,Google,In-market audiences,Gifts & Occasions,Holiday Items & Decorations,Valentine's Day Items & Decor,,,
452,Google,In-market audiences,Gifts & Occasions,Party Supplies & Planning,,,,
453,Google,In-market audiences,Gifts & Occasions,Party Supplies & Planning,Event Planning Services,,,
454,Google,In-market audiences,Gifts & Occasions,Party Supplies & Planning,Party Supplies,,,
455,Google,In-market audiences,Gifts & Occasions,Personalized Gifts,,,,
456,Google,In-market audiences,Gifts & Occasions,Photo & Video Services,,,,
457,Google,In-market audiences,Gifts & Occasions,Photo & Video Services,Event Photographers & Studios,,,
458,Google,In-market audiences,Gifts & Occasions,Photo & Video Services,Photo Printing Services,,,
459,Google,In-market audiences,Gifts & Occasions,Wedding Planning,,,,
460,Google,In-market audiences,Home & Garden,,,,,
461,Google,In-market audiences,Home & Garden,Cookware & Bakeware,,,,
462,Google,In-market audiences,Home & Garden,Home & Garden Services,,,,
463,Google,In-market audiences,Home & Garden,Home & Garden Services,Architectural Services,,,
464,Google,In-market audiences,Home & Garden,Home & Garden Services,Carpet Installation,,,
465,Google,In-market audiences,Home & Garden,Home & Garden Services,Door & Window Installation,,,
466,Google,In-market audiences,Home & Garden,Home & Garden Services,Electrician Services,,,
467,Google,In-market audiences,Home & Garden,Home & Garden Services,Flooring Services,,,
468,Google,In-market audiences,Home & Garden,Home & Garden Services,General Contracting & Remodeling Services,,,
469,Google,In-market audiences,Home & Garden,Home & Garden Services,Home Cleaning Services,,,
470,Google,In-market audiences,Home & Garden,Home & Garden Services,Home Inspection Services,,,
471,Google,In-market audiences,Home & Garden,Home & Garden Services,Interior Design & Decorating Services,,,
472,Google,In-market audiences,Home & Garden,Home & Garden Services,Landscape Design,,,
473,Google,In-market audiences,Home & Garden,Home & Garden Services,Locksmith Services,,,
474,Google,In-market audiences,Home & Garden,Home & Garden Services,Painting Services,,,
475,Google,In-market audiences,Home & Garden,Home & Garden Services,Pest Control Services,,,
476,Google,In-market audiences,Home & Garden,Home & Garden Services,Plumbing Services,,,
477,Google,In-market audiences,Home & Garden,Home & Garden Services,Roofing Services,,,
478,Google,In-market audiences,Home & Garden,Home Appliances,,,,
479,Google,In-market audiences,Home & Garden,Home Appliances,Climate Control & Air Quality,,,
480,Google,In-market audiences,Home & Garden,Home Appliances,Climate Control & Air Quality,Air Conditioners,,
481,Google,In-market audiences,Home & Garden,Home Appliances,Climate Control & Air Quality,Fans,,
482,Google,In-market audiences,Home & Garden,Home Appliances,Cooking Ranges & Stoves,,,
483,Google,In-market audiences,Home & Garden,Home Appliances,Dishwashers,,,
484,Google,In-market audiences,Home & Garden,Home Appliances,Microwaves,,,
485,Google,In-market audiences,Home & Garden,Home Appliances,Refrigerators,,,
486,Google,In-market audiences,Home & Garden,Home Appliances,Small Appliances,,,
487,Google,In-market audiences,Home & Garden,Home Appliances,Small Appliances,Coffee & Espresso Makers,,
488,Google,In-market audiences,Home & Garden,Home Appliances,Small Appliances,Juicers & Blenders,,
489,Google,In-market audiences,Home & Garden,Home Appliances,Small Appliances,Mixers,,
490,Google,In-market audiences,Home & Garden,Home Appliances,Vacuums,,,
491,Google,In-market audiences,Home & Garden,Home Appliances,Washers & Dryers,,,
492,Google,In-market audiences,Home & Garden,Home Decor,,,,
493,Google,In-market audiences,Home & Garden,Home Decor,Bedding,,,
494,Google,In-market audiences,Home & Garden,Home Decor,Curtains & Window Treatments,,,
495,Google,In-market audiences,Home & Garden,Home Decor,Fireplaces,,,
496,Google,In-market audiences,Home & Garden,Home Decor,Lights & Fixtures,,,
497,Google,In-market audiences,Home & Garden,Home Decor,Rugs & Carpets,,,
498,Google,In-market audiences,Home & Garden,Home Furnishings,,,,
499,Google,In-market audiences,Home & Garden,Home Furnishings,Bedroom,,,
500,Google,In-market audiences,Home & Garden,Home Furnishings,Bedroom,Beds & Bed Frames,,
501,Google,In-market audiences,Home & Garden,Home Furnishings,Bedroom,Mattresses,,
502,Google,In-market audiences,Home & Garden,Home Furnishings,Home Office,,,
503,Google,In-market audiences,Home & Garden,Home Furnishings,Home Storage & Shelving,,,
504,Google,In-market audiences,Home & Garden,Home Furnishings,Kitchen & Dining Room,,,
505,Google,In-market audiences,Home & Garden,Home Furnishings,Living Room,,,
506,Google,In-market audiences,Home & Garden,Home Furnishings,Living Room,Accent Tables,,
507,Google,In-market audiences,Home & Garden,Home Furnishings,Living Room,Sofas,,
508,Google,In-market audiences,Home & Garden,Home Furnishings,Nursery,,,
509,Google,In-market audiences,Home & Garden,Home Improvement,,,,
510,Google,In-market audiences,Home & Garden,Home Improvement,Flooring,,,
511,Google,In-market audiences,Home & Garden,Home Improvement,Kitchen & Bathroom Cabinets,,,
512,Google,In-market audiences,Home & Garden,Home Improvement,Kitchen & Bathroom Counters,,,
513,Google,In-market audiences,Home & Garden,Home Improvement,Paint,,,
514,Google,In-market audiences,Home & Garden,Home Improvement,Plumbing Fixtures,,,
515,Google,In-market audiences,Home & Garden,Home Improvement,Tools,,,
516,Google,In-market audiences,Home & Garden,Home Security,,,,
517,Google,In-market audiences,Home & Garden,Household Supplies,,,,
518,Google,In-market audiences,Home & Garden,Household Supplies,Household Cleaning Supplies,,,
519,Google,In-market audiences,Home & Garden,Household Supplies,Pest Control Supplies,,,
520,Google,In-market audiences,Home & Garden,Kitchen Tools & Utensils,,,,
521,Google,In-market audiences,Home & Garden,Outdoor Items,,,,
522,Google,In-market audiences,Home & Garden,Outdoor Items,BBQs & Grills,,,
523,Google,In-market audiences,Home & Garden,Outdoor Items,Garden & Outdoor Furniture,,,
524,Google,In-market audiences,Home & Garden,Outdoor Items,Garden Sheds & Outdoor Structures,,,
525,Google,In-market audiences,Home & Garden,Outdoor Items,Lawn Care & Gardening Supplies,,,
526,Google,In-market audiences,Home & Garden,Outdoor Items,Lawn Mowers,,,
527,Google,In-market audiences,Home & Garden,Outdoor Items,Pools & Spas,,,
528,Google,In-market audiences,Home & Garden,Pet Supplies,,,,
529,Google,In-market audiences,Home & Garden,Pet Supplies,Cat Food & Supplies,,,
530,Google,In-market audiences,Home & Garden,Pet Supplies,Dog Food & Supplies,,,
531,Google,In-market audiences,Home & Garden,Tableware,,,,
532,Google,In-market audiences,Musical Instruments & Accessories,,,,,
533,Google,In-market audiences,Real Estate,,,,,
534,Google,In-market audiences,Real Estate,Commercial Properties,,,,
535,Google,In-market audiences,Real Estate,Commercial Properties,Commercial Properties (For Rent),,,
536,Google,In-market audiences,Real Estate,Commercial Properties,Commercial Properties (For Sale),,,
537,Google,In-market audiences,Real Estate,Moving & Relocation,,,,
538,Google,In-market audiences,Real Estate,Residential Properties,,,,
539,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Rent),,,
540,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Rent),Apartments (For Rent),,
541,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Rent),Houses (For Rent),,
542,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),,,
543,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),Apartments (For Sale),,
544,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),New Apartments (For Sale),,
545,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),Preowned Apartments (For Sale),,
546,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),Houses (For Sale),,
547,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),New Houses (For Sale),,
548,Google,In-market audiences,Real Estate,Residential Properties,Residential Properties (For Sale),Pre Owned Houses (For Sale),,
549,Google,In-market audiences,Seasonal Shopping,,,,,
550,Google,In-market audiences,Seasonal Shopping,Back-to-School Shopping,,,,
551,Google,In-market audiences,Seasonal Shopping,Back-to-School Shopping,Back-to-School Apparel & Accessories,,,
552,Google,In-market audiences,Seasonal Shopping,Back-to-School Shopping,School Supplies,,,
553,Google,In-market audiences,Seasonal Shopping,Black Friday Shopping,,,,
554,Google,In-market audiences,Seasonal Shopping,Black Friday Shopping,In-Store Black Friday Shopping,,,
555,Google,In-market audiences,Seasonal Shopping,Black Friday Shopping,Online Black Friday Shopping,,,
556,Google,In-market audiences,Seasonal Shopping,Christmas Shopping,,,,
557,Google,In-market audiences,Seasonal Shopping,Christmas Shopping,After-Christmas Sale Shopping,,,
558,Google,In-market audiences,Seasonal Shopping,Christmas Shopping,In-Store Christmas Shopping,,,
559,Google,In-market audiences,Seasonal Shopping,Christmas Shopping,Online Christmas Shopping,,,
560,Google,In-market audiences,Seasonal Shopping,Mother's Day Shopping,,,,
561,Google,In-market audiences,Seasonal Shopping,Mother's Day Shopping,Mother's Day Dining,,,
562,Google,In-market audiences,Seasonal Shopping,Mother's Day Shopping,Mother's Day Flowers & Greeting Cards,,,
563,Google,In-market audiences,Software,,,,,
564,Google,In-market audiences,Software,Accounting Software,,,,
565,Google,In-market audiences,Software,Antivirus & Security Software,,,,
566,Google,In-market audiences,Software,Audio & Music Software,,,,
567,Google,In-market audiences,Software,Business & Productivity Software,,,,
568,Google,In-market audiences,Software,Design Software,,,,
569,Google,In-market audiences,Software,Design Software,Drawing & Animation Software,,,
570,Google,In-market audiences,Software,Design Software,Photo Software,,,
571,Google,In-market audiences,Software,Video Editing & Production Software,,,,
572,Google,In-market audiences,Sports & Fitness,,,,,
573,Google,In-market audiences,Sports & Fitness,Fitness Products & Services,,,,
574,Google,In-market audiences,Sports & Fitness,Fitness Products & Services,Exercise Equipment,,,
575,Google,In-market audiences,Sports & Fitness,Fitness Products & Services,Fitness Classes & Personal Training Services,,,
576,Google,In-market audiences,Sports & Fitness,Fitness Products & Services,Gyms & Athletic Clubs,,,
577,Google,In-market audiences,Sports & Fitness,Outdoor Recreational Equipment,,,,
578,Google,In-market audiences,Sports & Fitness,Outdoor Recreational Equipment,Camping & Hiking Equipment,,,
579,Google,In-market audiences,Sports & Fitness,Outdoor Recreational Equipment,Fishing Equipment,,,
580,Google,In-market audiences,Sports & Fitness,Sporting Goods,,,,
581,Google,In-market audiences,Sports & Fitness,Sporting Goods,Golf Equipment,,,
582,Google,In-market audiences,Sports & Fitness,Sporting Goods,Winter Sports Equipment & Accessories,,,
583,Google,In-market audiences,Telecom,,,,,
584,Google,In-market audiences,Telecom,Cable & Satellite TV Providers,,,,
585,Google,In-market audiences,Telecom,Internet Service Providers,,,,
586,Google,In-market audiences,Telecom,Mobile Phone Service Providers,,,,
587,Google,In-market audiences,Travel,,,,,
588,Google,In-market audiences,Travel,Air Travel,,,,
589,Google,In-market audiences,Travel,Air Travel,Air Travel by Class,,,
590,Google,In-market audiences,Travel,Air Travel,Air Travel by Class,Business & First Class,,
591,Google,In-market audiences,Travel,Air Travel,Air Travel by Class,Economy Class,,
592,Google,In-market audiences,Travel,Bus & Rail Travel,,,,
593,Google,In-market audiences,Travel,Car Rental,,,,
594,Google,In-market audiences,Travel,Car Rental,"Economy, Compact & Mid-size Car Rental",,,
595,Google,In-market audiences,Travel,Car Rental,Full-size & Standard Car Rental,,,
596,Google,In-market audiences,Travel,Car Rental,"Luxury, Convertible & Specialty Car Rental",,,
597,Google,In-market audiences,Travel,Car Rental,Minivan & SUV Rental,,,
598,Google,In-market audiences,Travel,Cruises,,,,
599,Google,In-market audiences,Travel,Hotels & Accommodations,,,,
600,Google,In-market audiences,Travel,Hotels & Accommodations,Hotels by Star Rating,,,
601,Google,In-market audiences,Travel,Hotels & Accommodations,Hotels by Star Rating,1 & 2 Star Hotels,,
602,Google,In-market audiences,Travel,Hotels & Accommodations,Hotels by Star Rating,3 Star Hotels,,
603,Google,In-market audiences,Travel,Hotels & Accommodations,Hotels by Star Rating,4 Star Hotels,,
604,Google,In-market audiences,Travel,Hotels & Accommodations,Hotels by Star Rating,5 Star Hotels,,
605,Google,In-market audiences,Travel,Hotels & Accommodations,Vacation Rentals,,,
606,Google,In-market audiences,Travel,Sightseeing Tours & Tourist Attractions,,,,
607,Google,In-market audiences,Travel,Trips by Destination,,,,
608,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,,,
609,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Australia,,
610,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Australia,Trips to Brisbane,
611,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Australia,Trips to Melbourne,
612,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Australia,Trips to Perth,
613,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Australia,Trips to Sydney,
614,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to China,,
615,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to China,Trips to Shanghai,
616,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to China,Trips to Guangzhou,
617,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to China,Trips to Beijing,
618,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Hong Kong,,
619,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,,
620,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Bangalore,
621,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Chennai,
622,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Delhi,
623,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Goa,
624,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Hyderabad,
625,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Jaipur,
626,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Kolkata,
627,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to India,Trips to Mumbai,
628,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Indonesia,,
629,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Indonesia,Trips to Bali,
630,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Indonesia,Trips to Jakarta,
631,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,,
632,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Fukuoka,
633,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Kyoto-Osaka-Kobe,
634,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Nagoya,
635,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Okinawa,
636,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Sapporo,
637,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Japan,Trips to Tokyo,
638,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Malaysia,,
639,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Malaysia,Trips to Kuala Lumpur,
640,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Nepal,,
641,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to New Zealand,,
642,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Seoul,,
643,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Singapore,,
644,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Sri Lanka,,
645,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Taipei,,
646,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Thailand,,
647,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Thailand,Trips to Bangkok,
648,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Thailand,Trips to Chiang Mai,
649,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Thailand,Trips to Phuket,
650,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Vietnam,,
651,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Vietnam,Trips to Hanoi,
652,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to Vietnam,Trips to Ho Chi Minh City,
653,Google,In-market audiences,Travel,Trips by Destination,Trips to Asia-Pacific,Trips to the Philippines,,
654,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,,,
655,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Amsterdam,,
656,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Brussels,,
657,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Croatia,,
658,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Denmark,,
659,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Denmark,Trips to Copenhagen,
660,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to France,,
661,Google,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to France,Trips to Bordeaux,
