,Audience Type,Parent,Child,Grandchild,Great - Grandchild,Great Great Grandchild,
710,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Switzerland,,
711,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Switzerland,Trips to Geneva,
712,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Switzerland,Trips to Zurich,
713,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Turkey,,
714,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Turkey,Trips to Ankara,
715,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Turkey,Trips to Antalya,
716,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Turkey,Trips to Istanbul,
717,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Turkey,Trips to Izmir,
718,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to Vienna,,
719,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,,
720,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,"Trips to Birmingham, UK",
721,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,Trips to Edinburgh,
722,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,Trips to Glasgow,
723,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,"Trips to London, UK",
724,In-market audiences,Travel,Trips by Destination,Trips to Europe,Trips to the UK,"Trips to Manchester, UK",
725,In-market audiences,Travel,Trips by Destination,Trips to Latin America,,,
726,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Bogota,,
727,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Brazil,,
728,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Brazil,Trips to Rio de Janeiro,
729,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Brazil,Trips to Salvador,
730,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Brazil,Trips to São Paulo,
731,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Buenos Aires,,
732,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Costa Rica,,
733,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Guatemala,,
734,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Lima,,
735,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,,
736,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Acapulco,
737,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Cancun & Playa del Carmen,
738,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Guadalajara,
739,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Los Cabos,
740,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Mexico City,
741,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Monterrey,
742,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Mexico,Trips to Puerto Vallarta,
743,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Panama,,
744,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to Santiago,,
745,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,,
746,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,Trips to Aruba,
747,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,Trips to Cuba,
748,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,Trips to Jamaica,
749,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,Trips to Puerto Rico,
750,In-market audiences,Travel,Trips by Destination,Trips to Latin America,Trips to the Caribbean,Trips to the Dominican Republic,
751,In-market audiences,Travel,Trips by Destination,Trips to North America,,,
752,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,,
753,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,Trips to Calgary,
754,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,Trips to Montreal,
755,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,Trips to Ottawa,
756,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,Trips to Toronto,
757,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to Canada,Trips to Vancouver,
758,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,,
759,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Alaska,
760,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Albuquerque,
761,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Atlanta,
762,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Austin,
763,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Baltimore,
764,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,"Trips to Birmingham, AL",
765,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Boston,
766,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Buffalo-Rochester Area,
767,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to California,
768,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to California,Trips to Los Angeles
769,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to California,"Trips to Orange County, CA"
770,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to California,Trips to San Diego
771,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to California,Trips to San Francisco Bay Area
772,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,"Trips to Charleston, SC",
773,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Charlotte,
774,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Chicago,
775,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Cincinnati,
776,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Cleveland,
777,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Columbus,
778,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Dallas-Fort Worth,
779,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Denver,
780,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Detroit,
781,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,
782,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Fort Lauderdale
783,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Fort Myers
784,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Jacksonville
785,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Key West
786,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Miami
787,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Orlando
788,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Florida,Trips to Tampa Bay Area
789,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Hartford,
790,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Hawaii,
791,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Hawaii,Trips to Maui
792,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Hawaii,Trips to Oahu
793,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Hawaii,Trips to the Big Island
794,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Houston,
795,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Indianapolis,
796,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Kansas City,
797,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Las Vegas,
798,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Louisville,
799,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Memphis,
800,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Milwaukee,
801,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Minneapolis-Saint Paul,
802,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Myrtle Beach & Grand Strand,
803,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Nashville,
804,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to New Orleans,
805,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to New York City,
806,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Norfolk-Virginia Beach Region,
807,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Oklahoma City,
808,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Philadelphia,
809,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Phoenix,
810,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Pittsburgh,
811,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,"Trips to Portland, OR",
812,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Raleigh-Durham Area,
813,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Reno,
814,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,"Trips to Richmond, VA",
815,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Salt Lake City,
816,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to San Antonio,
817,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Seattle,
818,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to St. Louis,
819,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,Trips to Tucson,
820,In-market audiences,Travel,Trips by Destination,Trips to North America,Trips to the US,"Trips to Washington, D.C.",
821,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,,,
822,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Egypt,,
823,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Israel,,
824,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Jordan,,
825,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Kenya,,
826,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Kuwait,,
827,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Lebanon,,
828,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to Morocco,,
829,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to South Africa,,
830,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to South Africa,Trips to Cape Town,
831,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to South Africa,Trips to Johannesburg,
832,In-market audiences,Travel,Trips by Destination,Trips to the Middle East & Africa,Trips to the United Arab Emirates,,
833,Life Events,Business Creation,,,,,
834,Life Events,Business Creation,Recently Started a Business,,,,
835,Life Events,Business Creation,Starting a Business Soon,,,,
836,Life Events,College Graduation,,,,,
837,Life Events,College Graduation,Graduating Soon,,,,
838,Life Events,College Graduation,Recently Graduated,,,,
839,Life Events,Job Change,,,,,
840,Life Events,Job Change,Recently Started New Job,,,,
841,Life Events,Job Change,Starting New Job Soon,,,,
842,Life Events,Marriage,,,,,
843,Life Events,Marriage,Getting Married Soon,,,,
844,Life Events,Marriage,Recently Married,,,,
845,Life Events,Moving,,,,,
846,Life Events,Moving,Moving Soon,,,,
847,Life Events,Moving,Recently Moved,,,,
848,Life Events,Purchasing a Home,,,,,
849,Life Events,Purchasing a Home,Purchasing a Home Soon,,,,
850,Life Events,Purchasing a Home,Recently Purchased a Home,,,,
851,Life Events,Retirement,,,,,
852,Life Events,Retirement,Recently Retired,,,,
853,Life Events,Retirement,Retiring Soon,,,,
